class,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11
1,0.105583572106776,0.0804083940520434,0.0482646600650936,0.0316529869634844,0.0164890139364815,0.00515276436603465,0.00348407176801866,0.0418849963599084,0.000858841520378108,292.932841139705,291.424432222236
1,0.108184515182806,0.0839662879129896,0.0527795046988282,0.036290517558609,0.0213719164679002,0.00956946031344766,0.00763085897482439,0.0470623453403368,0.000785229925573733,292.942804509057,291.35403614167
1,0.106246076475199,0.0811690472223147,0.0492216108298525,0.0325608633233765,0.0172251298959919,0.0050791527669111,0.00343499736320438,0.0424738891349334,0.000858841520378108,293.087174102133,291.400971128408
1,0.107448399217892,0.0824204443734061,0.051552644744009,0.0356280131878769,0.0200959821380822,0.00792546793302171,0.0058641804015107,0.046031782984043,0.000588932339428708,293.042389600917,291.541673794072
1,0.108797945153568,0.0839662879129896,0.0532947858798522,0.0378608982892332,0.0215927512557533,0.00907871631929066,0.00706650331946029,0.0471114197382555,0.000809767123841852,292.780790010356,291.265986985178
1,0.105313662919641,0.0800648732654693,0.0490007760379851,0.0322418797374685,0.0158019723742719,0.00414673917801281,0.00274795569580463,0.0430873191089178,0.000687081132501221,293.092149056216,291.606111340917
1,0.104675695750048,0.0796968152798542,0.0483628088614791,0.0319228961515605,0.0160473443607753,0.00397497878005785,0.00260073248136182,0.0415414755744771,0.000490783546356196,293.079711258042,291.488928256092
1,0.106565060059995,0.0820033119897089,0.0501785615946115,0.0339840208605047,0.0181084690474043,0.00608517795493295,0.00441648545948978,0.0440197326693741,0.000760692727305596,293.126967570426,291.474272894891
1,0.105927092890403,0.0808255264357405,0.0488780900425032,0.0325363261244605,0.0176177250743974,0.00537359916340531,0.00380305539931142,0.0430627819099585,0.000490783546356196,292.890486948233,291.248369936051
1,0.103767819393321,0.0788380133134189,0.0473077093003346,0.0299108458404482,0.0155075259904677,0.0035578463850244,0.0027234184933975,0.0417377731661522,0.000932453115182483,293.514218242586,291.927818640149
1,0.105436348913793,0.0802366336587563,0.0477739160831659,0.0312358545819124,0.0162191047513277,0.00498100396807971,0.00385212980412568,0.041860459160949,0.000858841520378108,293.134427277708,291.524094340556
1,0.106442374065843,0.0815616424069708,0.0499086524045513,0.0336895744735127,0.0177649482662994,0.0060115663558094,0.00444102266189692,0.0427683355224459,0.000613469537696827,293.047366538244,291.512373375979
1,0.105240051323149,0.0799421872702643,0.04828919726419,0.0319474333504765,0.016734385922985,0.0055698967610681,0.00385212980412568,0.0416150871713553,0.000466246348088077,293.087174102133,291.386305778826
1,0.107742845603858,0.0819051631935449,0.0501049499973224,0.0338858720648407,0.0180839318487539,0.00662499634850566,0.00471093188837538,0.0444123278527241,0.000736155529037477,292.915403114615,291.248369936051
1,0.105068290931336,0.0796968152798542,0.0480192880741298,0.0311867801840804,0.0152621540039643,0.00392590438064215,0.00269888129099036,0.0419831451557459,0.000662543934233083,293.029946292818,291.371638762417
1,0.107031266837774,0.082346832776283,0.0502521731919007,0.0342293928496647,0.0186973618150126,0.00655138474938211,0.00529982474614662,0.0442896418579273,0.000760692727305596,292.855595015618,291.32175843068
1,0.104994679334845,0.0796968152798542,0.0477984532822623,0.0314566893721564,0.0157528979769712,0.0040485903791814,0.00252712087414043,0.0419340707578271,0.000368097555015565,293.134427277708,291.529954424136
1,0.105485423311454,0.0799176500712232,0.0483382716623827,0.0311867801840804,0.0154829887918174,0.00451479717363056,0.00301786492228312,0.0412470291869646,0.000907915916914364,293.032435064713,291.53874405123
1,0.104209488972269,0.0794023688913621,0.0479947508750334,0.0310640941895003,0.0158510467715725,0.00370506958327151,0.00257619527895469,0.0422775915432584,0.00083430432210999,293.114533624857,291.573896582704
1,0.105092828130166,0.0802120964597153,0.0490989248343706,0.0322909541353005,0.0169797579094884,0.0051773015657425,0.00368036938727573,0.0421794427474209,0.000907915916914364,292.985138965383,291.518233991183
1,0.108061829188654,0.0831810975436773,0.0511845867575632,0.0348428228225648,0.0194089405758726,0.00718935194178621,0.00507898992448241,0.0441914930620898,0.000441709149819939,292.855595015618,291.260114903002
1,0.106442374065843,0.0807764520376585,0.0490498504361779,0.0322418797374685,0.016881609114887,0.0043921111750913,0.00282156730302603,0.0424984263338928,0.000760692727305596,293.02496858359,291.436161170339
1,0.105313662919641,0.0800403360664283,0.0480683624723225,0.0312603917808284,0.0162681791486284,0.00456387157304626,0.00311601373191165,0.0425965751297303,0.000760692727305596,293.318276964451,291.758290771665
1,0.105043753732506,0.0803102452558794,0.0499577268027441,0.0332479048930246,0.0178630970609008,0.00591341755697801,0.00412203903060416,0.0432590795016335,0.000883378718646227,293.236327049636,291.635390521535
1,0.105043753732506,0.0796968152798542,0.0487554040470213,0.0320210449472245,0.0162191047513277,0.00441664837479915,0.00291971611265456,0.0426947239255678,0.000368097555015565,292.985138965383,291.368705159063
1,0.104970142136014,0.079230608498075,0.0483628088614791,0.0317020613613164,0.0152621540039643,0.00395044158035,0.00247804646932615,0.0419340707578271,0.000687081132501221,293.064784082822,291.500651347926
1,0.108405349972281,0.0830093371503903,0.0517734795358765,0.035946996773785,0.0198996845488795,0.00777824473477461,0.00581510599669644,0.0459827085861242,0.000368097555015565,293.029946292818,291.35403614167
1,0.104135877375778,0.0786171785220498,0.0468415025175033,0.0305242758133483,0.0145015008458035,0.00377868118239505,0.00218360004044053,0.0400692436369146,0.000809767123841852,293.052343255094,291.582683221991
1,0.108822482352399,0.0839662879129896,0.0523378351150933,0.036413203553189,0.021077470084096,0.00883334432221216,0.00718918933149596,0.0454183530100586,0.000269948761943052,292.957747904964,291.383372508909
1,0.103841430989812,0.079083385303829,0.0475040068931057,0.0306960362057603,0.0146977984350063,0.00353330918531655,0.00201183962359061,0.041664161569274,0.000687081132501221,292.875534591824,291.442025244821
1,0.105927092890403,0.0810708984261506,0.0499577268027441,0.0329289213071166,0.0163663279432298,0.00458840877275411,0.00318962533913304,0.0431854679047553,0.000711618330769339,293.017501606097,291.342299726718
1,0.108110903586315,0.0833283207379234,0.0520679259250331,0.036290517558609,0.0216172884544036,0.00949584871432411,0.00765539617723151,0.0455165018058961,0.000956990313450621,293.102098303768,291.550462624103
1,0.107546548013214,0.0827639651599802,0.0517734795358765,0.0355298643922129,0.0196052381650753,0.00750833553798826,0.00544704796058943,0.045639187800693,0.000785229925573733,292.995097694408,291.286537166635
1,0.104822918943031,0.0798685756731412,0.0484854948569611,0.0317265985602324,0.0164399395391808,0.00458840877275411,0.00316508813672593,0.0421549055484615,0.000736155529037477,293.186631376283,291.497720674709
1,0.104454860960574,0.0790588481047879,0.0480192880741298,0.0311377057862483,0.0152130796066636,0.00321432558911449,0.00206091402840486,0.041860459160949,0.00105513910652313,292.965218856978,291.480135238926
1,0.107374787621401,0.082101460785873,0.0506693055765392,0.0345974508334048,0.0186482874177119,0.00655138474938211,0.00468639468596826,0.043357228297471,0.000441709149819939,292.90792884566,291.301213862483
1,0.106589597258826,0.0816597912031348,0.0501049499973224,0.0338858720648407,0.0184765270271595,0.00662499634850566,0.00495630391244672,0.0437988978787397,0.000883378718646227,292.98015926962,291.392172118644
1,0.106000704486894,0.0815125680088888,0.0499331896036477,0.0334196652854366,0.0174705018824953,0.00623240115318006,0.00429379944745411,0.0446086254443992,0.000687081132501221,292.860580242007,291.295343384615
2,0.107203027229587,0.0828866511551852,0.0617601195681046,0.0385970142567133,0.189329041229512,0.0907630541467234,0.0405597846051988,0.0516508015457401,0.000956990313450621,294.210895438307,292.563037715733
2,0.109166003136025,0.0857820406420242,0.0644346742696104,0.044584090792218,0.199045771895049,0.117876659823898,0.0596742652803565,0.056730001730331,0.000809767123841852,296.065094847214,293.968154534211
2,0.107693771206197,0.0836963787235385,0.0635267979030442,0.0389159978426213,0.216270885347591,0.0970200400722252,0.0434306372868335,0.0535156286666527,0.000956990313450621,294.547813309029,292.804075347949
2,0.106540522861165,0.0829602627523083,0.0633305003102731,0.0376891378968212,0.262989711577848,0.125777638129825,0.0510371700330452,0.0546688770177434,0.000809767123841852,294.883736976216,293.018602164613
2,0.109730358709126,0.0863218590209264,0.0676981217494294,0.0446331651900501,0.214136149065011,0.116404427841427,0.0566071149794647,0.0527059011009933,0.000883378718646227,295.992372393909,293.930763864225
2,0.107055804036605,0.0830093371503903,0.0624962355409961,0.0394312790198574,0.195217968905595,0.100921454825773,0.0454426878842185,0.0524850663103589,0.000564395141160571,294.952271340699,293.244345255297
2,0.106687746054147,0.0820523863877909,0.0597726064412975,0.0368303359347611,0.206063410709047,0.094762617699103,0.0403144125811275,0.0523133059176433,0.000932453115182483,295.194260305477,293.406178017674
2,0.107791920001519,0.0836963787235385,0.0632814259120804,0.0409525853526496,0.188200330091596,0.0927014929236436,0.0422528515712911,0.0541535958395965,0.001030601908255,294.161626654008,292.490348681656
2,0.106736820451808,0.0824204443734061,0.0607786316042492,0.0374683031065772,0.19914392068965,0.0952288244935522,0.0400935777594632,0.0465470641621899,0.000392634753283683,294.267528114261,292.597914065865
2,0.108258126779298,0.0849968502727119,0.0652689390388874,0.043749826029074,0.188200330091596,0.112233103891092,0.0529265346183946,0.0643610706066969,0.000515320744624333,295.318721889772,293.518765351301
2,0.107472936416723,0.0834510067331284,0.0626679959346708,0.0397747998046814,0.191979058683749,0.0897324917589938,0.0403880241883489,0.0520188595301308,0.000466246348088077,294.545357667224,292.853389672809
2,0.108822482352399,0.0860028754333932,0.0702745276545497,0.0432836192496699,0.257959585854527,0.142119413135254,0.0666673679663898,0.0578096384845435,0.000736155529037477,294.692602535897,292.94326795097
2,0.107129415633096,0.0826167419657341,0.0601406644277433,0.0369775591282571,0.200002722642412,0.0804819674691343,0.0339592771576796,0.0504484787967307,0.0012023622961319,294.596915025992,292.809877998859
2,0.106957655241283,0.0832547091408003,0.0618828055635865,0.0388423862458733,0.188372090482149,0.089364433763376,0.0404370985931631,0.0507674623832026,0.000613469537696827,294.878840090248,293.033084545555
2,0.107129415633096,0.0832547091408003,0.0614902103780444,0.0386951630523773,0.216491720135444,0.100185338834538,0.0441176789542333,0.0524605291113995,0.000564395141160571,294.119731358624,292.563037715733
2,0.107448399217892,0.0833283207379234,0.062618921536478,0.0387197002512933,0.213179198317648,0.102271000809705,0.0445348113951546,0.0541290586406371,0.001030601908255,294.075354758464,292.408888805969
2,0.116036418808559,0.0946645066948691,0.0786662497455129,0.0637721803445325,0.193304067410868,0.124231794548231,0.0725808337465093,0.0625453178837031,0.001030601908255,296.244281207003,294.361553144411
2,0.107497473615553,0.0842116599033997,0.0664712617946102,0.0412715689385576,0.260339694123611,0.130390631674901,0.0558464617048436,0.0576869524897466,0.000883378718646227,294.795560870551,292.983837914185
2,0.107399324820231,0.0833528579369644,0.0623980867446106,0.0390877582350334,0.188077644098345,0.0935602949134184,0.0427435956194338,0.0537119262583277,0.000711618330769339,294.442172834067,292.754742410264
2,0.107497473615553,0.0834019323350464,0.0615883591744299,0.0384252538643013,0.195929547666455,0.0940755761072832,0.0423264631785125,0.0525832151061964,0.00105513910652313,294.790660199715,292.957758667107
2,0.106908580843622,0.0833037835388824,0.0621772519527431,0.0386951630523773,0.221619994653366,0.0976089328652136,0.0419829423448126,0.0485345772778993,0.000662543934233083,295.608607976399,293.850194127811
2,0.108405349972281,0.0843588830976457,0.0627416075319599,0.0410261969493976,0.178900731803116,0.086419969798434,0.0407560822244559,0.0549387862062965,0.000539857942892452,295.167397907133,293.102577695624
2,0.107522010814384,0.0839662879129896,0.0648518066542489,0.0419831477071217,0.208124535395676,0.113901633471226,0.0523376417606233,0.0580550104741373,0.000417171951551821,296.191038625607,294.114738911451
2,0.107031266837774,0.0820278491887499,0.060189738825936,0.0369530219293411,0.212565768351389,0.0953760476917993,0.0405597846051988,0.0513318179592682,0.000883378718646227,294.731835720706,292.931674222724
2,0.106687746054147,0.0827885023590212,0.0609994663961167,0.0384743282621333,0.212590305550039,0.0985168092544041,0.0433815628820193,0.0533193310749777,0.00110421350305939,295.196702029165,293.429280717074
2,0.108037291989824,0.0826412791647751,0.0603860364187071,0.0382044190740572,0.185427626644107,0.083647266231447,0.0375171715067141,0.0506202391894463,0.00083430432210999,294.643542056705,292.885289034066
2,0.107693771206197,0.0828375767571032,0.0622754007491286,0.0386215514556293,0.228171426693008,0.0967010564760232,0.0408051566292702,0.0522396943207651,0.00105513910652313,294.072888882443,292.40306829382
2,0.106859506445961,0.0826658163638162,0.0607050200069601,0.0370757079239211,0.221742680646618,0.101363124420515,0.0427190584170266,0.0526568267030745,0.000883378718646227,293.845798366844,292.239988200402
2,0.107522010814384,0.0843343458986047,0.0629869795229238,0.0398729486003455,0.190285991976876,0.0973144864687194,0.0448783322288545,0.0550860094000528,0.000932453115182483,296.004495987896,293.821407296249
2,0.107203027229587,0.0832547091408003,0.0624226239437069,0.0390141466382854,0.187979495303743,0.0861991350010634,0.0390875524607707,0.0520679339280495,0.00110421350305939,294.949824392782,293.093893067222
2,0.116183642001542,0.0949834902824023,0.0802120932885851,0.0658823794513088,0.207339345038865,0.145824530291139,0.0923332816842525,0.0668884020995127,0.000368097555015565,296.067518139518,294.295589736109
2,0.107742845603858,0.0849477758746299,0.06504810424702,0.0424493544865258,0.199462904272105,0.104749257980198,0.0508654096161953,0.0559938857615497,0.000883378718646227,294.397922093966,292.789567593521
2,0.108797945153568,0.085291296661204,0.0650235670479236,0.0447558511846301,0.189746173606568,0.106049729564714,0.0543987667628226,0.0521415455249276,0.000588932339428708,294.790660199715,293.085207863247
2,0.107693771206197,0.0837699903206615,0.0625698471382852,0.0415169409277177,0.180888244893793,0.0917690793347453,0.0436023977036835,0.0523133059176433,0.000392634753283683,294.547813309029,292.838887390426
2,0.106785894849469,0.0830829487475133,0.0627906819301527,0.0384252538643013,0.250156756683718,0.109435863124397,0.0459334319323613,0.0522396943207651,0.000515320744624333,294.321672084515,292.612443127028
2,0.106712283252978,0.0828866511551852,0.0618582683644901,0.0380326586816452,0.256340130743605,0.110073830316801,0.0450010182408901,0.0514054295561463,0.000760692727305596,294.117266447501,292.432168253871
2,0.107006729638944,0.0833037835388824,0.0625943843373816,0.0389896094393694,0.215632918182682,0.108184465939297,0.0471848292551251,0.0633059710514438,0.000981527511718739,293.976677844796,292.40306829382
2,0.107006729638944,0.0827639651599802,0.0619564171608757,0.0374192287087452,0.236023330261119,0.104086753588086,0.042596372404991,0.0517244131426182,0.00112875070132751,293.801314277262,292.178780418102
2,0.109264151931347,0.0849232386755889,0.0691703536952124,0.0416641641212137,0.267185572547057,0.126464679721645,0.0560182221216935,0.0573925061022341,0.000638006735964965,294.203506484147,292.501981650946
2,0.117827634323183,0.0979279541673232,0.0816843252343681,0.068115264552665,0.204051360419719,0.132132772854159,0.0842850792947124,0.0598462259981717,0.000809767123841852,296.594586373248,294.47905874761
2,0.10941137512433,0.0859538010353113,0.0703972136500316,0.0448049255824621,0.236734909021979,0.13713836159456,0.0653178218339975,0.0615392927263687,0.00083430432210999,294.235521812223,292.551410193026
2,0.107742845603858,0.0833283207379234,0.062299937948225,0.0383271050686373,0.225938541615827,0.105338150773186,0.043872306930162,0.0527795126978714,0.000785229925573733,294.112336464524,292.365228622206
2,0.106933118042452,0.0834755439321694,0.0629624423238274,0.0393085930252774,0.209866676499851,0.0992529252456396,0.0441912905614547,0.054448042227109,0.000760692727305596,294.06795696948,292.513613582167
2,0.106933118042452,0.0832547091408003,0.0627661447310563,0.0390386838372014,0.208983337348439,0.0968237424745624,0.042228314368884,0.0535401658656121,0.00112875070132751,294.38808625696,292.548503150358
2,0.1068104320483,0.0828375767571032,0.0609749291970203,0.0380081214827292,0.197794374763881,0.0916954677356217,0.0390139408535493,0.0524114547134808,0.000687081132501221,294.410215693703,292.68216011332
2,0.108061829188654,0.0837699903206615,0.0631587399165985,0.0412715689385576,0.186556337782023,0.0929468649207221,0.0428908188338766,0.054644339818784,0.00100606470998688,294.262604654981,292.632781095171
